backlog_id,source_kind,post_number,activity_id,parent_activity_id,title,relevance,theme,summary_es,post_url,capture_status,primary_asset_type,primary_text_status,primary_ocr_status,post_text_paths,document_paths,image_paths,extracted_text_paths,local_word_count_estimate,external_link_count,external_link_asset_ids,external_source_types,high_value_external_link_asset_ids,project_destination,possible_executable_or_implementable,default_decision,execution_status,next_action,post_stop_condition,claim_gate
POST-029,indexed_denis_post,29,7394653161082314752,,Developing risk models on AWS can be expensive.,Media,Local AWS dev,LocalStack + SAM para workloads ML sin costos cloud.,https://www.linkedin.com/feed/update/urn:li:activity:7394653161082314752/,public_permalink_captured,linkedin_post_text_only,post_text_captured_no_media_found,not_applicable,attachments/raw/7394653161082314752/post_text.txt,,,,98,4,7394653161082314752_external_01; 7394653161082314752_external_02; 7394653161082314752_external_03; 7394653161082314752_external_04,blog_medium; linkedin_company,,Book Ch10/Ch14/Ch19; implementation companion,MLOps/source-governance checklist or reproducibility appendix; not a core empirical claim.,append,ready_for_post_text_reading,Read public post text and resolve any external links.,Stop when implementation relevance is mapped to book infrastructure/governance text or archived as tool-context only.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-030,indexed_denis_post,30,7392833273737138176,,Logistic Regression: From Maximum Likelihood to Machine Learning,Alta,Logistic regression foundations,"Historia y tecnica de likelihood, equivalencia WOE-logit, gradient descent para calibracion PD y multiclass.",https://www.linkedin.com/feed/update/urn:li:activity:7392833273737138176/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7392833273737138176/post_text.txt,attachments/raw/7392833273737138176/document_01.pdf; attachments/raw/7392833273737138176/document_transcript_01.txt,,attachments/extracted/7392833273737138176_primary.txt,24883,4,7392833273737138176_external_01; 7392833273737138176_external_02; 7392833273737138176_external_03; 7392833273737138176_external_04,linkedin_company; linkedin_profile,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-031,indexed_denis_post,31,7391383804583645184,,Multiclass Weight of Evidence (WOE),Alta,Multiclass WOE,"Extiende WOE a outcomes multi-clase usando likelihood ratios, util para default reasons o LGD bins.",https://www.linkedin.com/feed/update/urn:li:activity:7391383804583645184/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7391383804583645184/post_text.txt,attachments/raw/7391383804583645184/document_01.pdf; attachments/raw/7391383804583645184/document_transcript_01.txt,,attachments/extracted/7391383804583645184_primary.txt,3226,1,7391383804583645184_external_01,linkedin_profile,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-032,indexed_denis_post,32,7389209473522999296,,"While explainability is widely discussed, distillation receives far less attention.",Alta,SHAP distillation,Destila black-box con valores SHAP hacia regresion logistica estilo scorecard.,https://www.linkedin.com/feed/update/urn:li:activity:7389209473522999296/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7389209473522999296/post_text.txt,attachments/raw/7389209473522999296/document_01.pdf; attachments/raw/7389209473522999296/document_transcript_01.txt,,attachments/extracted/7389209473522999296_primary.txt,1375,0,,,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-033,indexed_denis_post,33,7387020037041119234,,Training a model in a notebook is no big deal.,Alta,CatBoost lifecycle,"Pipeline CatBoost + SageMaker MLflow 3.0 con tuning, batch inference y SHAP tracking.",https://www.linkedin.com/feed/update/urn:li:activity:7387020037041119234/,public_permalink_captured,linkedin_post_text_only,post_text_captured_no_media_found,not_applicable,attachments/raw/7387020037041119234/post_text.txt,,,,114,2,7387020037041119234_external_01; 7387020037041119234_external_02,blog_medium; external_web,,Book Ch06/Ch10; Paper 4 governance appendix,SHAP distillation/governance memo or explainable-scorecard comparison.,append_or_prototype,ready_for_post_text_reading,Read public post text and resolve any external links.,Stop when explanation target is separated from causal claims and either added as governance language or queued as a bounded prototype.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-034,indexed_denis_post,34,7384120953489854464,,Weight of Evidence: From Bletchley Park to Credit Scoring,Alta,WOE foundations,"Linea historica Turing/Good/MacKay hasta WOE moderno, scorecards y XAI.",https://www.linkedin.com/feed/update/urn:li:activity:7384120953489854464/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7384120953489854464/post_text.txt,attachments/raw/7384120953489854464/document_01.pdf; attachments/raw/7384120953489854464/document_transcript_01.txt,,attachments/extracted/7384120953489854464_primary.txt,15540,2,7384120953489854464_external_01; 7384120953489854464_external_02,linkedin_company; linkedin_profile,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-035,indexed_denis_post,35,7363453428431224832,,Credit risk and fraud are naturally imbalanced problems: far fewer people default or commit fraud compared to th...,Alta,Class imbalance y calibracion,Resampling 50/50 puede romper probabilidades; se requieren correcciones/calibracion para PD reales.,https://www.linkedin.com/feed/update/urn:li:activity:7363453428431224832/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7363453428431224832/post_text.txt,attachments/raw/7363453428431224832/document_01.pdf; attachments/raw/7363453428431224832/document_transcript_01.txt,,attachments/extracted/7363453428431224832_primary.txt,852,2,7363453428431224832_external_01; 7363453428431224832_external_02,github; linkedin_post_or_article,7363453428431224832_external_01; 7363453428431224832_external_02,Book Ch06; Paper 4 metric governance; Paper Estrella reviewer-defense language,"Metric-governance text, calibration caveat, or diagnostic table/prototype.",append,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when discrimination/calibration/economic metric implication is classified as promote, append, park, or archive and no LinkedIn-only claim remains unlabeled.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-036,indexed_denis_post,36,7361290473417633792,,From statistical tables in 1938 to powering modern computing Fisher and Yates created this for statistical res...,Baja,Fisher-Yates shuffle,Randomizacion de datos; util general pero no tema credit risk directo.,https://www.linkedin.com/feed/update/urn:li:activity:7361290473417633792/,public_permalink_captured,linkedin_post_text_only,post_text_captured_no_media_found,not_applicable,attachments/raw/7361290473417633792/post_text.txt,,,,32,0,,,,Research archive,No direct implementation unless a linked canonical source becomes surprisingly relevant.,archive,ready_for_post_text_reading,Read public post text and resolve any external links.,Stop after source/content is logged and low-relevance rationale is explicit.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-037,indexed_denis_post,37,7358383766534316032,,"Fraud risk modeling in digital lending typically falls into two camps: binary classifiers on one end, and comple...",Media,Fraud digital lending,Fraud como decision problem con umbrales por monto y modelado de conteos temporales.,https://www.linkedin.com/feed/update/urn:li:activity:7358383766534316032/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7358383766534316032/post_text.txt,,attachments/raw/7358383766534316032/image_01.jpg; attachments/raw/7358383766534316032/image_02.jpg,,164,2,7358383766534316032_external_01; 7358383766534316032_external_02,external_web; linkedin_company,,Research archive / source discovery,"Read for source trail; implement only if it changes a claim, appendix, or reviewer response.",park,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after a promote/append/park/archive decision and blocker/evidence note are recorded.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-038,indexed_denis_post,38,7356587000176533504,,What if we treated pixels like words,Baja,Visual generation,Autoregressive image generation; fuera del dominio de riesgo credito.,https://www.linkedin.com/feed/update/urn:li:activity:7356587000176533504/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7356587000176533504/post_text.txt,,attachments/raw/7356587000176533504/image_01.jpg; attachments/raw/7356587000176533504/image_02.jpg; attachments/raw/7356587000176533504/image_03.jpg,,107,2,7356587000176533504_external_01; 7356587000176533504_external_02,github; preprint,7356587000176533504_external_01; 7356587000176533504_external_02,Research archive,No direct implementation unless a linked canonical source becomes surprisingly relevant.,archive,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after source/content is logged and low-relevance rationale is explicit.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-039,indexed_denis_post,39,7353684060264632320,,Robust Logistic Regression,Alta,Robust logistic regression,Logit robusta como mezcla de puntos buenos/contaminados para ruido/outliers.,https://www.linkedin.com/feed/update/urn:li:activity:7353684060264632320/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7353684060264632320/post_text.txt,attachments/raw/7353684060264632320/document_01.pdf; attachments/raw/7353684060264632320/document_transcript_01.txt,,attachments/extracted/7353684060264632320_primary.txt,848,0,,,,Research archive / source discovery,"Read for source trail; implement only if it changes a claim, appendix, or reviewer response.",park,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.",Stop after a promote/append/park/archive decision and blocker/evidence note are recorded.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-040,indexed_denis_post,40,7351513545626312704,,"Notes on Lending, Credit Risk, and Data Science",Alta,Resource collection,"Coleccion de 75+ recursos sobre lending, credit risk, ML, governance y data workflows.",https://www.linkedin.com/feed/update/urn:li:activity:7351513545626312704/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7351513545626312704/post_text.txt,attachments/raw/7351513545626312704/document_01.pdf; attachments/raw/7351513545626312704/document_transcript_01.txt,,attachments/extracted/7351513545626312704_primary.txt,23029,1,7351513545626312704_external_01,external_web,,Research archive / source discovery,"Read for source trail; implement only if it changes a claim, appendix, or reviewer response.",park,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.",Stop after a promote/append/park/archive decision and blocker/evidence note are recorded.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-041,indexed_denis_post,41,7350773655057960960,,Simulating with Markov Chain Monte Carlo,Media,MCMC/logistic regression,"Metropolis-Hastings para coeficientes logit, util para incertidumbre bayesiana.",https://www.linkedin.com/feed/update/urn:li:activity:7350773655057960960/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7350773655057960960/post_text.txt,,attachments/raw/7350773655057960960/image_01.jpg; attachments/raw/7350773655057960960/image_02.jpg,,177,2,7350773655057960960_external_01; 7350773655057960960_external_02,external_web; official_documentation,7350773655057960960_external_02,Book Ch07; Paper Estrella related-work contrast,"Uncertainty-interval framing; distinguish conformal, classical, and Pearson-style intervals.",append,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,"Stop when interval type, evidence status, and manuscript-safe contrast are explicit.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-042,indexed_denis_post,42,7348984398186229761,,"When interpreting model results, people often ask: What is the recall of your model?",Alta,Precision/recall y prevalencia,Precision y F1 dependen fuertemente de prevalencia; no son universales en eventos raros.,https://www.linkedin.com/feed/update/urn:li:activity:7348984398186229761/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7348984398186229761/post_text.txt,attachments/raw/7348984398186229761/document_01.pdf; attachments/raw/7348984398186229761/document_transcript_01.txt,,attachments/extracted/7348984398186229761_primary.txt,1047,1,7348984398186229761_external_01,external_web,,Book Ch06; Paper 4 metric governance; Paper Estrella reviewer-defense language,"Metric-governance text, calibration caveat, or diagnostic table/prototype.",append,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when discrimination/calibration/economic metric implication is classified as promote, append, park, or archive and no LinkedIn-only claim remains unlabeled.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-043,indexed_denis_post,43,7346840312377421826,,"Yesterday, I got officially certified for AWS Data Engineer - Associate exam by Amazon Web Services (AWS)",Baja,AWS certification,Certificacion profesional; contexto cloud general.,https://www.linkedin.com/feed/update/urn:li:activity:7346840312377421826/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7346840312377421826/post_text.txt,,attachments/raw/7346840312377421826/image_01.jpg,,139,3,7346840312377421826_external_01; 7346840312377421826_external_02; 7346840312377421826_external_03,linkedin_company,,Research archive,No direct implementation unless a linked canonical source becomes surprisingly relevant.,archive,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after source/content is logged and low-relevance rationale is explicit.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-044,indexed_denis_post,44,7302591232625541122,,Explainability and Scorecards,Alta,Explainability and scorecards,"SHAP es aditivo como WOE pero explica predicciones, no necesariamente el mecanismo; util para scorecards y drift.",https://www.linkedin.com/feed/update/urn:li:activity:7302591232625541122/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7302591232625541122/post_text.txt,attachments/raw/7302591232625541122/document_01.pdf; attachments/raw/7302591232625541122/document_transcript_01.txt,,attachments/extracted/7302591232625541122_primary.txt,899,1,7302591232625541122_external_01,external_web,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-045,indexed_denis_post,45,7297638535648481280,,Classification Intervals with Pearsonify,Alta,Conformal/probability intervals,"Pearsonify busca intervalos alrededor de probabilidades para clasificacion binaria, cercano a tu interes en intervalos PD.",https://www.linkedin.com/feed/update/urn:li:activity:7297638535648481280/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7297638535648481280/post_text.txt,attachments/raw/7297638535648481280/document_01.pdf; attachments/raw/7297638535648481280/document_transcript_01.txt,,attachments/extracted/7297638535648481280_primary.txt,726,1,7297638535648481280_external_01,github,7297638535648481280_external_01,Book Ch07; Paper Estrella related-work contrast,"Uncertainty-interval framing; distinguish conformal, classical, and Pearson-style intervals.",append,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when interval type, evidence status, and manuscript-safe contrast are explicit.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-046,indexed_denis_post,46,7290400805109526529,,From WOE to Logistic Regression,Alta,WOE to logistic regression,Equivalencia univariada entre WOE y logistic regression; cambia en multivariado por optimizacion conjunta.,https://www.linkedin.com/feed/update/urn:li:activity:7290400805109526529/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7290400805109526529/post_text.txt,attachments/raw/7290400805109526529/document_01.pdf; attachments/raw/7290400805109526529/document_transcript_01.txt,,attachments/extracted/7290400805109526529_primary.txt,803,0,,,,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-047,indexed_denis_post,47,7287502960530518016,,How to Make Random Forests More Compact Without Losing Accuracy?,Media,Random Forest compression,Pruning de arboles para reducir random forests sin perder accuracy; interpretabilidad/eficiencia.,https://www.linkedin.com/feed/update/urn:li:activity:7287502960530518016/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7287502960530518016/post_text.txt,,attachments/raw/7287502960530518016/image_01.jpg; attachments/raw/7287502960530518016/image_02.jpg; attachments/raw/7287502960530518016/image_03.jpg,,139,1,7287502960530518016_external_01,github,7287502960530518016_external_01,Research archive / source discovery,"Read for source trail; implement only if it changes a claim, appendix, or reviewer response.",park,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after a promote/append/park/archive decision and blocker/evidence note are recorded.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-048,indexed_denis_post,48,7282429540482568193,,Logistic regression is a battle-tested tool for tackling high-stakes problems in data science projects where int...,Alta,Logistic confidence intervals,Intervalos de confianza para predicciones logit en Python; cuantifica incertidumbre clasica.,https://www.linkedin.com/feed/update/urn:li:activity:7282429540482568193/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7282429540482568193/post_text.txt,attachments/raw/7282429540482568193/document_01.pdf; attachments/raw/7282429540482568193/document_transcript_01.txt,,attachments/extracted/7282429540482568193_primary.txt,739,0,,,,Book Ch07; Paper Estrella related-work contrast,"Uncertainty-interval framing; distinguish conformal, classical, and Pearson-style intervals.",append,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when interval type, evidence status, and manuscript-safe contrast are explicit.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-049,indexed_denis_post,49,7272626194091552768,,Weight of Evidence (WOE) Gradient Boosting,Alta,WoeBoost,"Gradient boosting con WOE: scorecards automaticos, binning flexible, monotonicidad e interpretabilidad.",https://www.linkedin.com/feed/update/urn:li:activity:7272626194091552768/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7272626194091552768/post_text.txt,,attachments/raw/7272626194091552768/image_01.jpg; attachments/raw/7272626194091552768/image_02.jpg,,155,7,7272626194091552768_external_01; 7272626194091552768_external_02; 7272626194091552768_external_03; 7272626194091552768_external_04; 7272626194091552768_external_05; 7272626194091552768_external_06; 7272626194091552768_external_07,blog_medium; external_web; github; link_aggregator; linkedin_post_or_article,7272626194091552768_external_01; 7272626194091552768_external_06,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,"Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-050,indexed_denis_post,50,7259829440568836097,,Adversarial Learning with Iris,Baja,GANs,Experimento generativo no relacionado directamente con credit risk.,https://www.linkedin.com/feed/update/urn:li:activity:7259829440568836097/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7259829440568836097/post_text.txt,,attachments/raw/7259829440568836097/image_01.jpg; attachments/raw/7259829440568836097/image_02.jpg,,111,3,7259829440568836097_external_01; 7259829440568836097_external_02; 7259829440568836097_external_03,link_aggregator; linkedin_post_or_article,7259829440568836097_external_02,Research archive,No direct implementation unless a linked canonical source becomes surprisingly relevant.,archive,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after source/content is logged and low-relevance rationale is explicit.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-051,indexed_denis_post,51,7254740864336285696,,Weight of Evidence for Image Generation,Baja,WOE for image generation,Aplicacion exotica de WOE a imagenes; valor conceptual bajo para tesis.,https://www.linkedin.com/feed/update/urn:li:activity:7254740864336285696/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7254740864336285696/post_text.txt,,attachments/raw/7254740864336285696/image_01.jpg; attachments/raw/7254740864336285696/image_02.jpg; attachments/raw/7254740864336285696/image_03.jpg,,100,3,7254740864336285696_external_01; 7254740864336285696_external_02; 7254740864336285696_external_03,external_web; link_aggregator; linkedin_post_or_article,7254740864336285696_external_01,Research archive,No direct implementation unless a linked canonical source becomes surprisingly relevant.,archive,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,Stop after source/content is logged and low-relevance rationale is explicit.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-052,indexed_denis_post,52,7252204203853443072,,Linear Minds in a Nonlinear World,Media,Bias-variance,"Tradeoff sesgo-varianza, overfitting/underfitting y curvas de error.",https://www.linkedin.com/feed/update/urn:li:activity:7252204203853443072/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7252204203853443072/post_text.txt,attachments/raw/7252204203853443072/document_01.pdf; attachments/raw/7252204203853443072/document_transcript_01.txt,,attachments/extracted/7252204203853443072_primary.txt,1435,2,7252204203853443072_external_01; 7252204203853443072_external_02,link_aggregator,,Research archive / source discovery,"Read for source trail; implement only if it changes a claim, appendix, or reviewer response.",park,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.",Stop after a promote/append/park/archive decision and blocker/evidence note are recorded.,No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-053,indexed_denis_post,53,7247130806010187776,,Boosting Beyond Trees,Media,Boosting beyond trees,"Boosting con weak learners alternativos, redes y modelos lineales.",https://www.linkedin.com/feed/update/urn:li:activity:7247130806010187776/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7247130806010187776/post_text.txt,attachments/raw/7247130806010187776/document_01.pdf; attachments/raw/7247130806010187776/document_transcript_01.txt,,attachments/extracted/7247130806010187776_primary.txt,427,4,7247130806010187776_external_01; 7247130806010187776_external_02; 7247130806010187776_external_03; 7247130806010187776_external_04,external_web; link_aggregator; linkedin_post_or_article,7247130806010187776_external_01; 7247130806010187776_external_02,Book Ch06; Paper 4 metric governance; Paper Estrella reviewer-defense language,"Metric-governance text, calibration caveat, or diagnostic table/prototype.",append,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when discrimination/calibration/economic metric implication is classified as promote, append, park, or archive and no LinkedIn-only claim remains unlabeled.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-054,indexed_denis_post,54,7242057402705993728,,Binary and Multiclass Modeling,Alta,Binary vs multiclass credit default,Transforma default binario en multiclass para capturar motivos de default/fraude/ingreso.,https://www.linkedin.com/feed/update/urn:li:activity:7242057402705993728/,public_permalink_captured,linkedin_document_pdf,pdf_text_extracted_pdftotext,not_needed_pdf_text_layer,attachments/raw/7242057402705993728/post_text.txt,attachments/raw/7242057402705993728/document_01.pdf; attachments/raw/7242057402705993728/document_transcript_01.txt,,attachments/extracted/7242057402705993728_primary.txt,2569,4,7242057402705993728_external_01; 7242057402705993728_external_02; 7242057402705993728_external_03; 7242057402705993728_external_04,external_web; github; link_aggregator; linkedin_post_or_article,7242057402705993728_external_01; 7242057402705993728_external_02,Book Ch07/Ch10; Paper 4 IFRS/LGD appendix candidate,Distributional LGD or multiclass-default caveat; proxy-only unless Lending Club evidence exists.,append_or_park,ready_for_pdf_text_reading,"Read post text, extracted PDF, transcript sidecar, and relevant external links.","Stop when data-feasibility is decided: implementable proxy appendix, related-work note, or parked due missing LGD/default-state evidence.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-055,indexed_denis_post,55,7239520617035640833,,Another Look at Model Calibration,Alta,Calibration toolkit,"Gini mide ranking, no exactitud de probabilidades; calibration plots, Brier/logloss y CAP deben usarse con cuidado.",https://www.linkedin.com/feed/update/urn:li:activity:7239520617035640833/,public_permalink_captured,linkedin_document_pdf,image_pdf_manual_visual_read,manual_visual_read_completed,attachments/raw/7239520617035640833/post_text.txt,attachments/raw/7239520617035640833/document_01.pdf; attachments/raw/7239520617035640833/document_transcript_01.txt,,attachments/extracted/7239520617035640833_primary.txt,294,2,7239520617035640833_external_01; 7239520617035640833_external_02,external_web; link_aggregator,,Book Ch06; Paper 4 metric governance; Paper Estrella reviewer-defense language,"Metric-governance text, calibration caveat, or diagnostic table/prototype.",append,p1_analysis_memo_completed,Verify external/canonical sources before manuscript promotion.,"Stop when discrimination/calibration/economic metric implication is classified as promote, append, park, or archive and no LinkedIn-only claim remains unlabeled.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
POST-056,indexed_denis_post,56,7234084801039790080,,Weight of Evidence for Text Classification,Media,WOE text classification,WOE como decision evidence para texto bancario; mantiene interpretabilidad.,https://www.linkedin.com/feed/update/urn:li:activity:7234084801039790080/,public_permalink_captured,linkedin_image_carousel,image_ocr_attempted,ocr_tool_missing,attachments/raw/7234084801039790080/post_text.txt,,attachments/raw/7234084801039790080/image_01.jpg; attachments/raw/7234084801039790080/image_02.jpg; attachments/raw/7234084801039790080/image_03.jpg,,199,5,7234084801039790080_external_01; 7234084801039790080_external_02; 7234084801039790080_external_03; 7234084801039790080_external_04; 7234084801039790080_external_05,github; link_aggregator; linkedin_post_or_article,7234084801039790080_external_01; 7234084801039790080_external_03; 7234084801039790080_external_04,Book Ch05/Ch06; Paper 4 appendix only if experiment-ready,"WOE binning/recalibration diagnostic, scorecard comparison, or interpretable-ML sidebar.",append_or_prototype,blocked_pending_image_ocr_or_manual_read,Run OCR/manual visual reading before claim use.,"Stop when the WOE/scorecard idea is either mapped to an existing chapter note or has a bounded experiment spec with data, metric, and rejection rule.",No manuscript/book claim can be promoted from LinkedIn alone; attached/canonical evidence must be labeled first.
